license_plate,month,visit_count,total,cornsilk,slate_gray,navajo_white,avg_trip
DEL-OY-82,2020.06,4,156.5,10,13,13,39.125
TÜ-YR-2557,2020.06,7,264.5,22,29,17,37.785714285714285
TIR-LN-5,2020.06,3,94.0,12,8,6,31.333333333333332
MEI-X-1438,2020.06,6,134.0,11,12,10,22.333333333333332
SOK-X-75,2020.06,4,210.0,7,16,20,52.5
PM-O-59,2020.06,5,171.5,14,13,14,34.3
THL-Q-628,2020.06,7,195.0,17,8,19,27.857142857142858
HR-F-73,2020.06,6,194.0,13,10,19,32.333333333333336
SL-AQ-29,2020.06,10,236.5,15,31,14,23.65
HX-N-7,2020.06,7,206.5,14,15,18,29.5
SL-RS-233,2020.06,5,192.0,5,26,13,38.4
SO-ND-149,2020.06,5,145.5,15,11,11,29.1
EA-K-3,2020.06,3,50.5,6,3,4,16.833333333333332
HDH-ZP-5,2020.06,3,80.5,7,7,6,26.833333333333332
HWI-F-91,2020.06,5,153.5,5,9,16,30.7
EIC-NB-96,2020.06,8,326.5,25,21,29,40.8125
NW-J-552,2020.06,5,210.0,21,16,16,42.0
WE-PQ-4,2020.06,8,251.5,12,21,22,31.4375
MZ-SC-1833,2020.06,7,184.0,15,16,14,26.285714285714285
WUG-A-559,2020.06,3,110.5,1,11,10,36.833333333333336
BK-IE-98,2020.06,3,72.0,8,8,4,24.0
ME-TS-1281,2020.06,5,151.0,9,22,8,30.2
HRO-VJ-86,2020.06,5,243.5,22,19,19,48.7
NOH-ZD-37,2020.06,3,95.0,16,4,7,31.666666666666668
RT-OC-157,2020.06,2,93.0,1,2,12,46.5
GRZ-DG-313,2020.06,5,122.0,12,8,10,24.4
OA-AL-89,2020.06,3,50.5,6,3,4,16.833333333333332
LD-S-39,2020.06,4,146.0,10,12,12,36.5
GF-I-951,2020.06,7,234.0,19,28,14,33.42857142857143
MD-FU-28,2020.06,7,198.5,17,19,14,28.357142857142858
BI-A-677,2020.06,6,194.5,22,15,14,32.416666666666664
FL-S-62,2020.06,2,57.0,4,2,6,28.5
HR-Q-1412,2020.06,7,284.5,25,19,24,40.642857142857146
TÖL-T-92,2020.06,6,163.0,8,14,14,27.166666666666668
Y-WU-48,2020.06,9,206.0,12,22,15,22.88888888888889
S-J-74,2020.06,6,156.0,15,6,15,26.0
GS-W-438,2020.06,4,138.5,8,7,14,34.625
LU-U-52,2020.06,3,77.0,7,6,6,25.666666666666668
CB-UE-13,2020.06,7,145.5,15,25,4,20.785714285714285
EU-D-4,2020.06,2,57.5,6,9,2,28.75
SHK-PN-16,2020.06,9,308.0,21,28,24,34.22222222222222
GZ-S-47,2020.06,3,155.0,4,10,16,51.666666666666664
NE-JC-978,2020.06,4,119.5,9,17,6,29.875
WZ-GX-1,2020.06,7,144.0,16,14,9,20.571428571428573
BT-HF-31,2020.06,2,97.5,5,7,9,48.75
KU-BN-63,2020.06,2,35.0,0,8,1,17.5
LG-W-468,2020.06,4,94.5,14,5,7,23.625
R-C-42,2020.06,3,73.0,5,6,6,24.333333333333332
CHA-I-62,2020.06,4,89.0,13,8,5,22.25
ES-P-63,2020.06,3,74.5,11,3,6,24.833333333333332
NB-Y-691,2020.06,7,198.0,8,20,16,28.285714285714285
A-H-859,2020.06,4,103.0,20,8,5,25.75
PS-CS-44,2020.06,4,105.5,9,13,6,26.375
GTH-X-3,2020.06,3,121.0,15,12,7,40.333333333333336
LIF-EO-521,2020.06,4,100.5,10,5,9,25.125
SLS-U-95,2020.06,8,273.5,16,21,24,34.1875
RV-C-94,2020.06,6,259.5,16,7,29,43.25
SAW-B-78,2020.06,6,179.5,11,17,14,29.916666666666668
PAF-N-97,2020.06,4,151.5,4,19,11,37.875
GT-H-11,2020.06,3,112.0,7,6,11,37.333333333333336
R-H-92,2020.06,2,99.5,6,5,10,49.75
KU-MW-29,2020.06,4,199.5,14,15,17,49.875
WF-W-6,2020.06,8,335.0,24,20,31,41.875
BOR-Y-81,2020.06,3,28.5,9,1,1,9.5
NK-PB-23,2020.06,5,161.0,14,8,15,32.2
SLS-F-723,2020.06,4,159.0,6,18,12,39.75
PF-AI-137,2020.06,4,53.5,4,7,3,13.375
FT-WA-722,2020.06,5,162.0,11,6,17,32.4
SE-FT-67,2020.06,2,38.5,0,7,2,19.25
C-PQ-668,2020.06,4,98.0,14,4,8,24.5
REG-SE-5415,2020.06,5,143.5,7,15,11,28.7
HOM-BA-245,2020.06,6,201.0,20,18,14,33.5
RO-YT-78,2020.06,9,333.5,39,27,23,37.05555555555556
SO-M-79,2020.06,4,131.5,8,17,8,32.875
EB-K-64,2020.06,2,73.0,5,8,5,36.5
DE-D-18,2020.06,2,37.0,8,6,0,18.5
AIC-CN-12,2020.06,2,92.0,4,6,9,46.0
MM-BT-443,2020.06,3,143.0,12,6,14,47.666666666666664
EA-WQ-577,2020.06,3,66.0,5,6,5,22.0
NWM-E-99,2020.06,5,249.5,18,15,23,49.9
KG-OF-875,2020.06,4,175.0,14,8,17,43.75
HG-NS-13,2020.06,8,299.0,34,30,18,37.375
S-K-1752,2020.06,7,210.5,9,13,21,30.071428571428573
OA-CM-78,2020.06,7,195.0,17,20,13,27.857142857142858
OD-H-2521,2020.06,5,237.0,17,26,16,47.4
OHZ-W-68,2020.06,5,135.5,17,11,9,27.1
TDO-ZD-529,2020.06,5,135.0,8,12,11,27.0
AS-PG-9,2020.06,10,265.0,45,16,17,26.5
KL-ON-8,2020.06,6,166.5,8,15,14,27.75
ES-F-78,2020.06,2,60.0,9,8,2,30.0
TF-UD-3934,2020.06,6,146.0,24,10,9,24.333333333333332
BRB-SA-85,2020.06,5,151.0,9,8,15,30.2
NMS-D-76,2020.06,5,97.0,10,6,8,19.4
SB-QO-122,2020.06,4,139.0,3,6,16,34.75
NMS-BN-552,2020.06,2,36.5,6,5,1,18.25
BOR-QF-7563,2020.06,1,55.0,3,8,3,55.0
NW-MZ-535,2020.06,8,247.0,22,20,19,30.875
PAN-R-38,2020.06,2,41.0,3,6,2,20.5
NR-S-932,2020.06,6,249.0,9,26,20,41.5
AW-UI-422,2020.06,8,234.0,26,16,18,29.25
BTF-BY-689,2020.06,3,124.0,6,10,11,41.333333333333336
GÜ-RR-98,2020.06,3,100.0,8,16,4,33.333333333333336
FRG-E-4952,2020.06,7,224.0,14,24,16,32.0
MST-JJ-18,2020.06,6,122.5,21,13,5,20.416666666666668
BO-PT-722,2020.06,6,214.5,18,13,19,35.75
HBN-B-8881,2020.06,6,172.5,25,11,12,28.75
DAH-D-36,2020.06,4,80.0,5,6,7,20.0
HWI-HV-63,2020.06,7,225.5,13,23,17,32.214285714285715
KS-H-618,2020.06,4,177.0,15,8,17,44.25
EBE-B-57,2020.06,3,91.0,14,8,5,30.333333333333332
WE-GT-682,2020.06,4,110.0,13,16,4,27.5
MM-HJ-55,2020.06,1,19.5,1,3,1,19.5
P-P-88,2020.06,1,5.5,1,1,0,5.5
AUR-QQ-56,2020.06,3,107.5,10,5,10,35.833333333333336
WF-BF-166,2020.06,4,92.0,18,8,4,23.0
DL-CC-26,2020.06,5,136.0,12,12,10,27.2
IZ-NY-652,2020.06,3,98.5,9,7,8,32.833333333333336
DBR-J-771,2020.06,4,145.5,8,11,13,36.375
FRG-D-5289,2020.06,5,90.0,10,14,3,18.0
OA-J-12,2020.06,5,147.0,14,16,9,29.4
WOB-BU-1256,2020.06,5,150.5,14,11,12,30.1
FT-KC-243,2020.06,11,444.0,26,30,41,40.36363636363637
RÜD-YQ-4,2020.06,2,37.0,1,4,3,18.5
Z-OH-5,2020.06,3,124.5,15,15,6,41.5
TIR-F-322,2020.06,7,288.5,27,27,20,41.214285714285715
RV-K-225,2020.06,7,167.0,17,22,8,23.857142857142858
SON-IK-8532,2020.06,4,79.5,3,11,5,19.875
OF-OY-5221,2020.06,5,162.5,13,25,7,32.5
HSK-L-873,2020.06,5,210.5,9,5,25,42.1
NES-YJ-26,2020.06,6,120.5,6,13,9,20.083333333333332
RT-I-15,2020.06,3,123.0,2,14,10,41.0
SB-H-6,2020.06,4,162.5,6,17,13,40.625
TÜ-UK-11,2020.06,6,308.5,23,23,26,51.416666666666664
AZ-GM-4421,2020.06,7,235.0,23,22,16,33.57142857142857
BAD-B-9161,2020.06,5,143.0,12,8,13,28.6
AN-N-555,2020.06,1,15.0,4,2,0,15.0
BOT-TZ-641,2020.06,4,68.0,6,4,6,17.0
AA-Y-71,2020.06,3,83.5,5,9,6,27.833333333333332
UN-U-3962,2020.06,5,215.5,22,15,17,43.1
OHZ-FH-29,2020.06,4,123.5,11,13,8,30.875
LM-GL-1241,2020.06,7,184.0,15,22,11,26.285714285714285
MOS-HU-573,2020.06,4,123.0,16,4,11,30.75
ROS-TE-56,2020.06,5,147.0,14,14,10,29.4
EM-RY-41,2020.06,4,83.0,10,8,5,20.75
ESW-WD-927,2020.06,8,261.0,15,16,25,32.625
FFB-O-81,2020.06,5,139.0,17,8,11,27.8
SH-B-986,2020.06,6,287.0,21,6,32,47.833333333333336
VR-J-94,2020.06,2,73.5,0,11,5,36.75
NL-CH-951,2020.06,4,104.0,10,10,7,26.0
WEN-OB-7951,2020.06,5,100.5,10,7,8,20.1
FL-CP-22,2020.06,11,311.0,12,30,26,28.272727272727273
GÜ-M-3733,2020.06,5,169.0,11,8,17,33.8
MS-NB-8274,2020.06,2,32.5,4,1,3,16.25
LIF-K-87,2020.06,4,73.5,7,7,5,18.375
EU-RO-1,2020.06,4,74.5,11,11,2,18.625
CB-S-38,2020.06,3,94.5,7,7,8,31.5
DN-KF-952,2020.06,6,168.5,16,25,7,28.083333333333332
SC-KR-234,2020.06,1,24.5,0,5,1,24.5
OG-EG-131,2020.06,6,223.5,19,19,17,37.25
WHV-T-22,2020.06,2,35.0,7,4,1,17.5
HF-G-1813,2020.06,6,166.0,13,20,10,27.666666666666668
GP-X-91,2020.06,7,192.5,21,11,16,27.5
K-K-569,2020.06,3,147.5,9,9,14,49.166666666666664
WN-G-454,2020.06,10,284.5,18,25,23,28.45
BRB-FQ-23,2020.06,5,182.5,16,15,14,36.5
NOM-WG-8254,2020.06,6,183.0,18,16,13,30.5
IGB-O-746,2020.06,5,178.0,12,10,17,35.6
OD-NK-24,2020.06,6,205.0,22,16,15,34.166666666666664
DEL-U-45,2020.06,4,132.0,24,12,6,33.0
SAW-Y-449,2020.06,5,179.5,18,19,11,35.9
DAN-DN-41,2020.06,3,60.5,11,5,3,20.166666666666668
NE-U-69,2020.06,5,137.0,9,20,7,27.4
G-W-59,2020.06,4,130.0,2,4,16,32.5
HRO-G-2464,2020.06,6,170.5,10,19,12,28.416666666666668
EIC-O-898,2020.06,5,149.5,10,9,14,29.9
RE-TB-845,2020.06,3,72.0,8,8,4,24.0
H-S-495,2020.06,5,134.5,6,15,10,26.9
SIG-R-3871,2020.06,4,151.5,18,11,11,37.875
OHA-P-354,2020.06,4,152.5,15,13,11,38.125
PR-JQ-945,2020.06,4,90.0,10,10,5,22.5
MS-UO-438,2020.06,3,102.5,11,13,5,34.166666666666664
MG-VR-5,2020.06,5,220.5,7,11,24,44.1
BOR-D-22,2020.06,6,290.5,21,17,27,48.416666666666664
DEL-DU-639,2020.06,5,102.0,16,10,5,20.4
GM-K-7,2020.06,2,41.0,3,8,1,20.5
FF-C-866,2020.06,5,104.5,12,11,6,20.9
MR-PW-5475,2020.06,5,60.5,4,11,2,12.1
EA-OM-46,2020.06,2,65.0,1,8,5,32.5
AZ-DH-64,2020.06,7,221.0,16,16,19,31.571428571428573
S-E-6,2020.06,3,63.0,7,6,4,21.0
S-G-29,2020.06,4,114.5,10,9,9,28.625
H-MH-183,2020.06,5,152.5,8,17,11,30.5
RW-U-95,2020.06,6,120.0,11,14,7,20.0
SO-XK-811,2020.06,8,253.0,25,18,20,31.625
KA-VA-761,2020.06,4,140.0,7,2,17,35.0
NWM-TI-235,2020.06,7,195.0,17,18,14,27.857142857142858
MN-JI-5391,2020.06,3,68.5,15,5,3,22.833333333333332
GP-FS-77,2020.06,4,129.0,5,8,13,32.25
NVP-X-772,2020.06,5,74.0,9,8,4,14.8
FRI-V-116,2020.06,4,108.0,5,20,4,27.0
HWI-RQ-618,2020.06,1,26.5,1,5,1,26.5
OAL-V-81,2020.06,3,81.5,4,3,9,27.166666666666668
RZ-ZU-168,2020.06,2,81.0,2,6,8,40.5
KI-XS-3535,2020.06,3,63.0,7,10,2,21.0
PAN-V-5988,2020.06,4,166.0,6,20,12,41.5
KE-UP-71,2020.06,5,101.0,5,12,7,20.2
TÖL-L-974,2020.06,4,127.5,6,11,11,31.875
G-W-9626,2020.06,4,183.0,4,18,16,45.75
DU-U-83,2020.06,2,125.5,5,11,11,62.75
TG-JM-7,2020.06,3,123.5,4,7,13,41.166666666666664
VEC-Z-116,2020.06,4,37.0,8,2,2,9.25
KYF-N-4,2020.06,3,108.0,5,8,10,36.0
TS-A-25,2020.06,4,138.5,8,15,10,34.625
WOB-DY-997,2020.06,4,52.5,7,5,3,13.125
AW-Y-938,2020.06,10,351.5,20,23,33,35.15
K-P-279,2020.06,3,76.5,5,11,4,25.5
FO-RR-727,2020.06,5,178.0,12,18,13,35.6
ESW-VO-277,2020.06,2,67.0,2,8,5,33.5
NM-C-81,2020.06,4,77.5,16,3,5,19.375
RPL-DE-9572,2020.06,4,165.5,11,11,15,41.375
H-G-22,2020.06,6,129.0,12,16,7,21.5
EA-K-1629,2020.06,3,104.0,3,12,8,34.666666666666664
HF-L-52,2020.06,1,21.5,2,3,1,21.5
GAP-MQ-6,2020.06,6,167.0,17,20,9,27.833333333333332
MÜR-EO-555,2020.06,3,141.0,4,14,12,47.0
AP-PC-542,2020.06,2,166.0,13,12,14,83.0
SLK-O-32,2020.06,3,76.5,5,3,8,25.5
FN-WB-584,2020.06,5,194.0,13,18,15,38.8
GRZ-F-893,2020.06,3,117.5,1,3,15,39.166666666666664
N-W-259,2020.06,2,87.0,5,10,6,43.5
LDK-P-4571,2020.06,7,255.5,14,17,24,36.5
OPR-YS-695,2020.06,4,77.5,2,13,4,19.375
HZ-L-6741,2020.06,3,86.5,10,5,7,28.833333333333332
LSA-DT-372,2020.06,5,74.5,4,11,4,14.9
OH-C-49,2020.06,5,203.5,9,13,20,40.7
EN-A-8,2020.06,4,165.0,16,22,8,41.25
DLG-AY-5813,2020.06,6,247.5,17,13,24,41.25
LOS-L-92,2020.06,7,228.5,11,25,17,32.642857142857146
MS-M-54,2020.06,2,108.5,7,11,8,54.25
TUT-VV-65,2020.06,4,134.0,11,8,12,33.5
OS-D-832,2020.06,3,75.0,6,6,6,25.0
NU-PM-2,2020.06,8,357.0,28,26,30,44.625
NB-PX-887,2020.06,4,166.5,8,9,17,41.625
AZ-HX-92,2020.06,4,129.0,5,16,9,32.25
PLÖ-OJ-4,2020.06,4,109.5,11,11,7,27.375
SI-A-923,2020.06,7,302.0,18,20,28,43.142857142857146
MS-F-74,2020.06,5,217.0,7,16,21,43.4
KN-A-348,2020.06,1,50.5,6,1,5,50.5
HER-T-32,2020.06,5,105.0,14,6,8,21.0
ABI-N-9,2020.06,2,33.5,1,5,2,16.75
VIE-D-955,2020.06,2,103.0,6,8,9,51.5
SHG-Y-117,2020.06,2,67.0,9,2,6,33.5
SHA-AS-8,2020.06,5,130.5,11,7,12,26.1
BP-O-42,2020.06,5,203.5,9,17,18,40.7
RA-KF-6934,2020.06,2,40.5,1,5,3,20.25
PAF-YC-949,2020.06,8,142.5,17,13,9,17.8125
IN-L-763,2020.06,4,141.5,13,7,13,35.375
KB-V-64,2020.06,1,28.0,0,8,0,28.0
RÜG-HL-828,2020.06,4,104.5,12,11,6,26.125
BLK-D-132,2020.06,2,38.5,0,7,2,19.25
MK-B-7,2020.06,6,236.5,15,17,21,39.416666666666664
HH-R-524,2020.06,6,250.5,15,23,20,41.75
DAU-W-62,2020.06,4,231.5,16,15,21,57.875
WIL-A-2679,2020.06,3,103.5,1,9,10,34.5
LDK-RP-86,2020.06,2,85.0,4,4,9,42.5
SLK-WA-97,2020.06,3,133.5,2,13,12,44.5
LSN-H-11,2020.06,5,173.5,8,15,15,34.7
OL-A-623,2020.06,3,88.0,2,8,8,29.333333333333332
BWL-H-12,2020.06,4,107.0,15,10,6,26.75
ER-V-631,2020.06,6,143.5,7,13,12,23.916666666666668
NVP-WI-779,2020.06,5,178.5,7,17,15,35.7
AB-JT-79,2020.06,3,125.5,12,11,9,41.833333333333336
EE-AM-913,2020.06,2,37.5,3,1,4,18.75
LD-GQ-37,2020.06,8,172.0,16,24,8,21.5
OB-HL-978,2020.06,6,151.0,16,6,14,25.166666666666668
THW-PO-782,2020.06,5,65.0,8,6,4,13.0
WIL-N-945,2020.06,3,122.5,7,9,11,40.833333333333336
NR-NU-14,2020.06,4,91.5,9,7,7,22.875
MVL-ZW-92,2020.06,5,173.5,15,13,14,34.7
ME-Y-127,2020.06,3,118.5,12,1,13,39.5
DLG-S-3456,2020.06,2,66.5,14,3,4,33.25
LD-CK-793,2020.06,3,87.0,5,4,9,29.0
RÜG-UX-14,2020.06,4,89.5,8,9,6,22.375
OH-Q-6,2020.06,4,145.0,6,10,14,36.25
HER-WJ-231,2020.06,6,167.0,17,8,15,27.833333333333332
VS-N-463,2020.06,4,133.5,9,9,12,33.375
SK-YB-268,2020.06,4,78.0,4,12,4,19.5
AE-I-81,2020.06,4,50.5,6,7,2,12.625
DL-FP-543,2020.06,7,226.5,10,13,23,32.357142857142854
NI-D-174,2020.06,3,121.5,3,13,10,40.5
COC-Z-7,2020.06,3,84.5,2,13,5,28.166666666666668
KG-IF-93,2020.06,9,309.0,25,10,32,34.333333333333336
WUG-NT-542,2020.06,4,148.5,13,9,13,37.125
FRG-RA-776,2020.06,5,169.5,13,11,15,33.9
VS-WI-4321,2020.06,7,239.0,11,24,19,34.142857142857146
HAM-D-6,2020.06,4,163.0,15,8,15,40.75
HI-LK-5831,2020.06,4,108.0,12,14,5,27.0
MB-L-971,2020.06,4,90.0,10,6,7,22.5
HAM-W-8762,2020.06,4,150.5,7,9,15,37.625
MN-I-289,2020.06,2,36.0,4,0,4,18.0
CB-VW-163,2020.06,5,173.0,13,16,13,34.6
BD-OO-2812,2020.06,6,166.5,8,13,15,27.75
LÖ-ZH-657,2020.06,1,32.5,4,5,1,32.5
EL-B-287,2020.06,3,100.5,3,9,9,33.5
SHA-SB-8,2020.06,4,106.5,6,3,12,26.625
RÜD-TF-5487,2020.06,3,82.5,8,3,8,27.5
KU-B-49,2020.06,5,139.5,5,17,10,27.9
MSP-RR-3899,2020.06,3,105.0,14,8,7,35.0
FS-V-665,2020.06,5,162.5,13,17,11,32.5
TS-L-37,2020.06,6,210.0,21,6,21,35.0
NW-N-736,2020.06,3,103.0,6,2,12,34.333333333333336
ABI-OB-294,2020.06,5,154.0,7,12,14,30.8
TÜ-ZB-288,2020.06,7,212.5,24,11,18,30.357142857142858
LSA-IH-9,2020.06,5,177.0,8,18,14,35.4
DH-WY-99,2020.06,5,66.0,5,8,4,13.2
DAH-G-83,2020.06,6,212.5,10,9,23,35.416666666666664
NU-N-3,2020.06,4,161.0,7,18,12,40.25
WUG-RO-4,2020.06,4,79.0,8,8,5,19.75
TIR-UI-954,2020.06,2,69.5,5,9,4,34.75
WEN-QX-4595,2020.06,6,261.0,8,32,19,43.5
RE-XJ-39,2020.06,1,25.0,2,2,2,25.0
GÖ-DQ-38,2020.06,4,137.0,9,8,13,34.25
NF-H-1344,2020.06,3,84.5,2,9,7,28.166666666666668
LDS-A-26,2020.06,2,112.0,7,6,11,56.0
BGL-T-48,2020.06,3,132.5,12,9,11,44.166666666666664
WL-SC-855,2020.06,1,26.0,6,2,1,26.0
PR-D-9183,2020.06,4,230.5,12,7,26,57.625
ZW-X-61,2020.06,5,215.5,8,15,21,43.1
A-R-195,2020.06,5,180.0,20,14,13,36.0
RV-AQ-65,2020.06,3,84.5,2,13,5,28.166666666666668
ME-UK-74,2020.06,4,121.0,8,16,7,30.25
OE-FZ-829,2020.06,8,286.0,17,24,24,35.75
THL-PB-93,2020.06,2,34.5,5,3,2,17.25
BT-O-952,2020.06,5,170.0,15,14,13,34.0
SZ-Q-59,2020.06,4,178.5,7,15,16,44.625
BWL-T-131,2020.06,1,35.0,0,6,2,35.0
SB-ZW-871,2020.06,1,32.0,2,0,4,32.0
HSK-V-3,2020.06,4,47.0,13,0,3,11.75
BAR-F-5,2020.06,2,77.0,0,10,6,38.5
DON-L-549,2020.06,2,110.0,6,2,13,55.0
TG-KW-157,2020.06,7,128.0,8,16,8,18.285714285714285
BWL-MV-2,2020.06,3,140.5,16,13,9,46.833333333333336
HDH-GJ-64,2020.06,4,163.0,8,10,16,40.75
MK-A-39,2020.06,6,184.0,15,16,14,30.666666666666668
AA-NU-798,2020.06,4,79.5,10,7,5,19.875
LOS-M-36,2020.06,6,245.5,16,13,24,40.916666666666664
LU-W-912,2020.06,4,74.5,11,7,4,18.625
WT-JM-352,2020.06,4,91.0,7,6,8,22.75
RÜG-K-633,2020.06,2,81.5,4,1,10,40.75
HDH-TT-9,2020.06,4,86.5,10,5,7,21.625
OE-W-823,2020.06,5,98.5,2,17,5,19.7
WUN-T-63,2020.06,4,144.0,16,10,11,36.0
REG-XM-734,2020.06,2,39.5,4,5,2,19.75
AM-I-7,2020.06,4,120.0,4,16,8,30.0
WE-H-269,2020.06,2,80.0,5,8,6,40.0
DU-C-161,2020.06,1,56.0,7,6,3,56.0
JL-C-264,2020.06,3,72.0,8,2,7,24.0
SIM-N-72,2020.06,1,56.5,2,3,6,56.5
OE-G-499,2020.06,2,49.5,2,5,4,24.75
TDO-O-72,2020.06,3,78.0,4,10,5,26.0
RD-UJ-8154,2020.06,3,85.0,11,6,6,28.333333333333332
GTH-Z-6,2020.06,2,95.0,9,2,10,47.5
EBE-DX-63,2020.06,4,120.0,4,6,13,30.0
MTK-YV-854,2020.06,2,38.5,7,5,1,19.25
EIC-KE-435,2020.06,6,156.5,17,15,10,26.083333333333332
TBB-P-32,2020.06,2,41.5,5,3,3,20.75
BRA-WE-53,2020.06,5,147.5,16,7,13,29.5
FL-FE-453,2020.06,1,43.0,4,2,4,43.0
GF-G-82,2020.06,2,70.5,9,5,5,35.25
SLF-G-6848,2020.06,3,82.0,6,10,5,27.333333333333332
GE-I-1289,2020.06,3,131.5,8,3,15,43.833333333333336
WIL-C-44,2020.06,7,295.5,27,23,23,42.214285714285715
SO-Z-874,2020.06,3,83.5,12,9,4,27.833333333333332
WF-O-94,2020.06,7,234.0,12,28,16,33.42857142857143
RD-Z-98,2020.06,2,128.0,8,4,14,64.0
HAM-V-523,2020.06,2,47.0,6,6,2,23.5
SHA-TG-92,2020.06,4,79.0,15,12,1,19.75
MST-ZK-6,2020.06,4,123.0,9,10,10,30.75
OSL-BW-924,2020.06,1,30.0,1,4,2,30.0
LG-AK-79,2020.06,2,67.5,4,7,5,33.75
SAW-H-67,2020.06,3,73.0,5,6,6,24.333333333333332
GS-H-63,2020.06,3,114.5,10,7,10,38.166666666666664
TÖL-J-243,2020.06,2,56.0,7,4,4,28.0
DH-G-8,2020.06,6,180.5,22,15,12,30.083333333333332
SM-Z-57,2020.06,1,19.5,1,1,2,19.5
EA-Y-926,2020.06,3,129.0,12,14,8,43.0
AUR-X-97,2020.06,3,119.5,2,15,9,39.833333333333336
KÜN-W-532,2020.06,3,87.0,5,6,8,29.0
SU-I-395,2020.06,3,142.0,8,8,14,47.333333333333336
HAL-S-221,2020.06,3,88.5,11,9,5,29.5
KG-EV-1,2020.06,3,60.0,2,10,3,20.0
MYK-M-28,2020.06,4,185.5,21,11,15,46.375
DU-DP-8,2020.06,2,37.5,10,5,0,18.75
NVP-P-13,2020.06,5,209.5,19,11,19,41.9
WTM-NF-794,2020.06,4,85.5,13,5,6,21.375
NVP-Q-6964,2020.06,3,90.5,12,7,6,30.166666666666668
AB-R-87,2020.06,2,40.0,6,2,3,20.0
KR-MZ-52,2020.06,3,75.5,8,9,4,25.166666666666668
V-D-852,2020.06,3,118.0,10,12,8,39.333333333333336
GR-S-678,2020.06,4,130.5,11,15,8,32.625
LD-OL-9852,2020.06,2,23.5,3,1,2,11.75
SLS-O-59,2020.06,5,288.5,13,15,30,57.7
ES-OK-965,2020.06,4,81.5,11,7,5,20.375
HDH-SY-2353,2020.06,3,102.0,2,4,12,34.0
NK-F-548,2020.06,3,93.0,8,8,7,31.0
WND-A-492,2020.06,3,101.0,5,10,8,33.666666666666664
FR-X-57,2020.06,3,97.5,12,13,4,32.5
LER-JZ-1955,2020.06,3,65.0,8,6,4,21.666666666666668
HOL-A-92,2020.06,1,35.5,2,1,4,35.5
WOB-RZ-79,2020.06,1,7.0,0,2,0,7.0
OH-UK-118,2020.06,5,185.5,14,13,16,37.1
CHA-M-475,2020.06,2,67.0,2,6,6,33.5
HRO-T-727,2020.06,4,130.5,11,15,8,32.625
AE-HA-68,2020.06,3,88.5,11,11,4,29.5
LIP-CU-242,2020.06,5,166.5,15,5,17,33.3
KS-NO-59,2020.06,2,46.0,2,6,3,23.0
HB-XY-7244,2020.06,2,41.0,3,2,4,20.5
BC-VO-9,2020.06,2,12.0,6,0,0,6.0
LRO-XI-699,2020.06,5,148.5,27,11,8,29.7
EMS-L-9414,2020.06,3,78.5,6,7,6,26.166666666666668
DU-P-431,2020.06,3,113.0,11,4,11,37.666666666666664
VS-LV-958,2020.06,2,70.5,2,7,6,35.25
BP-QM-566,2020.06,5,78.5,6,5,7,15.7
HBN-NT-57,2020.06,2,42.5,2,1,5,21.25
RS-K-423,2020.06,3,92.0,11,0,10,30.666666666666668
SPN-KF-8545,2020.06,2,89.5,8,13,4,44.75
EI-AH-375,2020.06,1,17.5,0,3,1,17.5
MIL-Y-63,2020.06,3,102.5,4,1,13,34.166666666666664
OAL-VK-36,2020.06,5,171.5,14,21,10,34.3
SÜW-P-3,2020.06,4,132.5,12,9,11,33.125
LER-M-68,2020.06,2,44.0,1,2,5,22.0
KO-SG-852,2020.06,3,141.5,6,15,11,47.166666666666664
AW-DA-46,2020.06,2,53.0,2,4,5,26.5
EU-KF-383,2020.06,2,30.5,3,3,2,15.25
GAP-K-7,2020.06,2,50.5,6,5,3,25.25
Y-ES-77,2020.06,2,73.5,0,5,8,36.75
KA-RJ-3,2020.06,3,111.5,12,15,5,37.166666666666664
SW-RM-63,2020.06,2,71.5,13,5,4,35.75
FD-QX-71,2020.06,4,68.0,6,6,5,17.0
J-UD-436,2020.06,2,53.0,9,4,3,26.5
AW-T-573,2020.06,2,32.5,4,5,1,16.25
OAL-A-459,2020.06,2,30.5,3,7,0,15.25
ST-UD-563,2020.06,2,82.5,1,7,8,41.25
DH-X-716,2020.06,3,86.5,17,9,3,28.833333333333332
WAF-AR-4759,2020.06,3,87.0,5,8,7,29.0
EL-S-183,2020.06,1,40.5,1,1,5,40.5
HDH-ZE-418,2020.06,1,48.0,3,0,6,48.0
THW-Z-13,2020.06,2,61.5,1,3,7,30.75
WAF-P-167,2020.06,4,123.0,9,4,13,30.75
AÖ-ZM-15,2020.06,1,25.0,2,2,2,25.0
DGF-FJ-94,2020.06,1,32.0,2,0,4,32.0
PIR-E-79,2020.06,1,35.0,7,2,2,35.0
NOH-ZD-37,2020.07,4,110.0,13,6,9,27.5
PAN-V-5988,2020.07,6,192.5,14,19,14,32.083333333333336
RÜD-TF-5487,2020.07,8,247.5,24,17,20,30.9375
DAN-DN-41,2020.07,6,185.0,19,16,13,30.833333333333332
WUN-T-63,2020.07,5,178.5,21,17,11,35.7
RPL-DE-9572,2020.07,6,213.0,26,14,16,35.5
WF-BF-166,2020.07,4,121.0,15,6,10,30.25
CHA-I-62,2020.07,3,129.0,12,12,9,43.0
SB-Q-528,2020.07,6,173.0,6,10,18,28.833333333333332
